Follow,New.ID,nSeg,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,Site,Focal,Date,Fruit,Sex,Season,ppt,evi,hfi,distVil,distWat
Elephant12_1,585,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant12,6/21/2017,0.136666667,Female,Dry,0,0.353884,7,23.39,2.51
Elephant12_1,2116,6,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant12,6/21/2017,0.136666667,Female,Dry,0,0.353884,7,23.39,2.51
Elephant12_1,T11a,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant12,6/21/2017,0.136666667,Female,Dry,0,0.353884,7,23.39,2.51
Elephant13_1,2046,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,4/24/2017,0.02688172,Female,Rainy,18,0.390208517,15,26.14,0.1
Elephant13_1,2047,9,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,4/24/2017,0.02688172,Female,Rainy,18,0.390208517,15,26.14,0.1
Elephant13_2,2046,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,7/18/2017,0.605,Female,Dry,0,0.371741308,7,17.49,1.79
Elephant13_2,258,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,7/18/2017,0.605,Female,Dry,0,0.371741308,7,17.49,1.79
Elephant13_2,2047,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,7/18/2017,0.605,Female,Dry,0,0.371741308,7,17.49,1.79
Elephant13_2,260,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,7/18/2017,0.605,Female,Dry,0,0.371741308,7,17.49,1.79
Elephant13_2,263,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,7/18/2017,0.605,Female,Dry,0,0.371741308,7,17.49,1.79
Elephant13_3,766,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,9/17/2017,0.086666667,Female,Dry,0,0.170967388,15,24.91,0
Elephant13_5,2046,10,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,12/1/2017,0.004,Female,Rainy,14,0.237153373,15,26.24,2.14
Elephant13_5,2047,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant13,12/1/2017,0.004,Female,Rainy,14,0.237153373,15,26.24,2.14
Elephant14_1,203,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant14,4/30/2017,0.04,Male,Rainy,11,0.535817484,15,1.58,1.65
Elephant14_4,149,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant14,8/22/2017,0.004,Male,Dry,1,0.162179612,15,5.15,5.06
Elephant14_4,150,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant14,8/22/2017,0.004,Male,Dry,1,0.162179612,15,5.15,5.06
Elephant14_4,151,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant14,8/22/2017,0.004,Male,Dry,1,0.162179612,15,5.15,5.06
Elephant14_4,152,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant14,8/22/2017,0.004,Male,Dry,1,0.162179612,15,5.15,5.06
Elephant14_5,313,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant14,10/9/2017,0.51,Male,Rainy,4,0.534859127,26,0.16,0.48
Elephant14_6,327,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant14,11/13/2017,0.005,Male,Rainy,4,0.273678639,9,5.2,1.4
Elephant14_6,330,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant14,11/13/2017,0.005,Male,Rainy,4,0.273678639,9,5.2,1.4
Elephant15_1,2103,7,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant15,6/30/2017,0.05,Male,Dry,0,0.430492635,21,1.99,0.57
Elephant15_1,501,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant15,6/30/2017,0.05,Male,Dry,0,0.430492635,21,1.99,0.57
Elephant15_1,502,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant15,6/30/2017,0.05,Male,Dry,0,0.430492635,21,1.99,0.57
Elephant15_2,507,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant15,10/12/2017,0,Male,Rainy,22,0.158556586,15,25.52,1.37
Elephant15_2,509,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant15,10/12/2017,0,Male,Rainy,22,0.158556586,15,25.52,1.37
Elephant15_2,2103,12,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant15,10/12/2017,0,Male,Rainy,22,0.158556586,15,25.52,1.37
Elephant16_1,25,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,2/23/2017,0.05,Female,Rainy,5,0.373633581,15,25.91,2.89
Elephant16_1,26,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,2/23/2017,0.05,Female,Rainy,5,0.373633581,15,25.91,2.89
Elephant16_1,27,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,2/23/2017,0.05,Female,Rainy,5,0.373633581,15,25.91,2.89
Elephant16_1,Elephant16,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,2/23/2017,0.05,Female,Rainy,5,0.373633581,15,25.91,2.89
Elephant16_1,29,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,2/23/2017,0.05,Female,Rainy,5,0.373633581,15,25.91,2.89
Elephant16_2,Elephant16,10,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,5/5/2017,0.053719008,Female,Dry,10,0.407267612,7,19.79,0.19
Elephant16_2,2077,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,5/5/2017,0.053719008,Female,Dry,10,0.407267612,7,19.79,0.19
Elephant16_4,750,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,7/23/2017,0.406666667,Female,Dry,0,0.37590476,7,18.88,0
Elephant16_4,756,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,7/23/2017,0.406666667,Female,Dry,0,0.37590476,7,18.88,0
Elephant16_5,2077,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,9/8/2017,0.506666667,Female,Dry,0,0.158482945,15,19.02,0
Elephant16_5,Elephant16,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,9/8/2017,0.506666667,Female,Dry,0,0.158482945,15,19.02,0
Elephant16_6,280,17,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,11/11/2017,0,Female,Rainy,10,0.22529855,8.909090909,16.59,1.58
Elephant16_6,281,17,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant16,11/11/2017,0,Female,Rainy,10,0.22529855,8.909090909,16.59,1.58
Elephant17_1,2083,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant17,3/15/2017,0.005102041,Female,Rainy,8,0.295457726,28,5.58,0
Elephant17_1,576,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant17,3/15/2017,0.005102041,Female,Rainy,8,0.295457726,28,5.58,0
Elephant17_1,377,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant17,3/15/2017,0.005102041,Female,Rainy,8,0.295457726,28,5.58,0
Elephant17_1,376,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant17,3/15/2017,0.005102041,Female,Rainy,8,0.295457726,28,5.58,0
Elephant18_1,188,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant18,4/1/2017,0.32,Male,Rainy,7,0.144840136,3,26.68,1.8
Elephant18_1,189,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant18,4/1/2017,0.32,Male,Rainy,7,0.144840136,3,26.68,1.8
Elephant18_2,Elephant18,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant18,7/12/2017,0.005,Male,Dry,0,0.311191519,3,29.42,0.05
Elephant18_4,Elephant18,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant18,10/28/2017,0.953333333,Male,Rainy,8,0.463306667,3,27.99,0.66
Elephant18_5,Elephant18,5,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant18,12/6/2017,0.153333333,Male,Dry,3,0.537506636,3,27.87,1.14
Elephant18_5,352,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivindo,Elephant18,12/6/2017,0.153333333,Male,Dry,3,0.537506636,3,27.87,1.14
Elephant18_6,Elephant18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,Ivindo,Elephant18,2/17/2018,0.023333333,Male,Rainy,5,0.331768289,3,28.9,0
Elephant19_1,Elephant19,9,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant19,3/22/2017,0.039812646,Male,Rainy,8,0.35320017,15,23.68,1.21
Elephant19_1,512,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant19,3/22/2017,0.039812646,Male,Rainy,8,0.35320017,15,23.68,1.21
Elephant19_2,Elephant19,12,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant19,9/27/2017,0.073333333,Male,Rainy,0,0.145380787,15,18.79,1
Elephant20_1,Elephant20,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant20,5/17/2017,0,Male,Dry,0,0.549936716,15,20.59,0.88
Elephant20_1,2099,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant20,5/17/2017,0,Male,Dry,0,0.549936716,15,20.59,0.88
Elephant20_1,2100,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant20,5/17/2017,0,Male,Dry,0,0.549936716,15,20.59,0.88
Elephant20_1,476,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant20,5/17/2017,0,Male,Dry,0,0.549936716,15,20.59,0.88
Elephant20_1,579,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant20,5/17/2017,0,Male,Dry,0,0.549936716,15,20.59,0.88
Elephant20_1,580,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant20,5/17/2017,0,Male,Dry,0,0.549936716,15,20.59,0.88
Elephant20_1,581,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant20,5/17/2017,0,Male,Dry,0,0.549936716,15,20.59,0.88
Elephant20_1,14,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wonga Wongue,Elephant20,5/17/2017,0,Male,Dry,0,0.549936716,15,20.59,0.88
